               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.046323,            0.047151,                   0,             0.67444,             0.51771,             0.55926,              0.2671,             0.05671,            0.063781,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.045359,            0.046637,                   0,              0.7219,             0.49446,             0.56066,             0.27142,            0.056861,            0.063725,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.045965,            0.046686,                   0,              0.7116,             0.49961,             0.56113,             0.26868,            0.056693,            0.063439,                   0,            0.005149,            0.005149,            0.005149
                 149,             0.04538,            0.045665,                   0,             0.68738,             0.51185,             0.55837,             0.26932,            0.056334,            0.063614,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.045161,            0.046533,                   0,             0.70117,             0.50076,              0.5546,             0.26619,            0.056589,            0.064432,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.044861,            0.045195,                   0,             0.67682,             0.51587,             0.55228,              0.2629,            0.056649,            0.063442,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.044902,            0.045865,                   0,             0.72252,             0.49732,             0.56494,             0.27406,            0.056091,            0.063943,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.044981,            0.045292,                   0,             0.67242,             0.52581,              0.5645,             0.26946,            0.056234,            0.063714,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.045146,             0.04408,                   0,             0.70759,             0.49637,             0.55473,             0.26356,            0.056789,            0.064086,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.044466,              0.0447,                   0,             0.69306,               0.513,             0.56192,             0.27108,             0.05621,            0.063839,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.045233,            0.046235,                   0,             0.68986,             0.51816,             0.56321,             0.27533,            0.055636,            0.064525,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.045422,             0.04368,                   0,             0.70456,             0.51052,             0.55723,             0.26756,             0.05666,            0.064149,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.044164,            0.044137,                   0,             0.70397,             0.50191,             0.55013,             0.26004,            0.057682,            0.065051,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.043927,            0.044458,                   0,             0.69268,             0.50841,             0.56006,             0.27025,            0.056956,            0.064972,                   0,            0.004786,            0.004786,            0.004786
                 160,             0.04513,            0.046385,                   0,             0.70531,              0.4979,             0.55341,             0.26627,             0.05725,            0.064636,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.044147,            0.044747,                   0,             0.70542,             0.49632,             0.55366,             0.26828,            0.057222,            0.064235,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.043966,            0.044862,                   0,             0.70844,              0.4891,             0.55053,             0.26248,            0.057162,            0.064645,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.044225,            0.044033,                   0,             0.68733,             0.50746,             0.55945,             0.26853,             0.05718,            0.063696,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.044866,            0.045129,                   0,             0.71227,              0.4935,             0.55497,             0.27085,            0.056952,            0.064721,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.044595,            0.045851,                   0,             0.69674,             0.51661,             0.56161,             0.26788,            0.057466,            0.064879,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.043863,            0.042244,                   0,             0.69215,              0.5065,             0.55462,             0.26789,            0.056829,            0.064479,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.043894,            0.044157,                   0,             0.71006,             0.50306,             0.55712,             0.26574,            0.057331,            0.064377,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.043141,            0.041655,                   0,             0.69977,             0.51243,             0.56366,             0.27409,             0.05664,            0.064254,                   0,            0.004489,            0.004489,            0.004489
