               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.047797,            0.046732,                   0,              0.6883,             0.48738,             0.53713,             0.25454,             0.05832,            0.063643,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.047257,            0.046887,                   0,             0.67842,             0.48809,             0.52905,             0.25428,             0.05772,            0.064576,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.047477,            0.046279,                   0,             0.69123,             0.48925,             0.53841,             0.26147,            0.057253,            0.063999,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.046503,            0.046286,                   0,             0.66415,             0.48399,             0.52069,             0.24919,            0.058788,            0.064571,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.046682,            0.045483,                   0,             0.69922,             0.48107,             0.53036,             0.25677,            0.058361,            0.064003,                   0,            0.005017,            0.005017,            0.005017
                 153,             0.04625,            0.046475,                   0,             0.66599,             0.50554,             0.53642,             0.25911,            0.057554,             0.06575,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.046323,            0.046343,                   0,             0.66371,             0.49254,             0.53182,             0.25654,            0.058265,             0.06378,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.046792,            0.045264,                   0,             0.66877,             0.47591,             0.51967,              0.2414,            0.059502,            0.064828,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.046404,            0.044374,                   0,             0.65636,             0.50937,             0.53863,             0.25882,            0.057792,            0.064415,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.046191,            0.044317,                   0,             0.64707,             0.49981,             0.52204,             0.24781,            0.058511,            0.063797,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.046511,            0.046949,                   0,             0.67972,             0.49675,             0.53837,             0.26292,            0.057447,             0.06479,                   0,            0.004819,            0.004819,            0.004819
